2,0
4,1
5,2
6,3
12,4
13,5
16,6
18,7
20,8
22,9
28,10
29,11
36,12
37,13
40,14
44,15
45,16
48,17
52,18
57,19
59,20
60,21
64,22
65,23
68,24
72,25
78,26
81,27
83,28
87,29
88,30
89,31
104,32
105,33
106,34
107,35
112,36
115,37
118,38
120,39
127,40
133,41
139,42
143,43
144,44
150,45
152,46
153,47
158,48
160,49
161,50
162,51
163,52
165,53
166,54
170,55
172,56
177,57
178,58
183,59
185,60
187,61
188,62
190,63
192,64
198,65
201,66
202,67
205,68
209,69
215,70
218,71
221,72
222,73
223,74
224,75
225,76
228,77
229,78
233,79
235,80
236,81
239,82
247,83
250,84
253,85
254,86
256,87
257,88
258,89
260,90
261,91
263,92
264,93
266,94
268,95
272,96
282,97
283,98
285,99
286,100
287,101
289,102
290,103
293,104
295,105
299,106
305,107
308,108
314,109
317,110
323,111
331,112
333,113
337,114
338,115
340,116
341,117
346,118
347,119
351,120
353,121
354,122
356,123
357,124
360,125
363,126
364,127
365,128
367,129
371,130
374,131
376,132
377,133
381,134
383,135
386,136
387,137
395,138
397,139
403,140
410,141
411,142
412,143
413,144
414,145
418,146
431,147
440,148
441,149
450,150
452,151
453,152
454,153
455,154
456,155
458,156
459,157
461,158
464,159
465,160
467,161
473,162
476,163
479,164
481,165
485,166
489,167
490,168
492,169
493,170
494,171
501,172
503,173
507,174
510,175
512,176
517,177
520,178
527,179
532,180
535,181
536,182
538,183
543,184
550,185
551,186
555,187
560,188
562,189
563,190
565,191
567,192
571,193
573,194
574,195
583,196
584,197
585,198
586,199
589,200
591,201
595,202
599,203
603,204
604,205
607,206
609,207
610,208
611,209
621,210
624,211
630,212
632,213
633,214
635,215
636,216
638,217
643,218
645,219
646,220
649,221
651,222
654,223
655,224
656,225
657,226
659,227
662,228
666,229
668,230
669,231
672,232
677,233
679,234
680,235
684,236
685,237
689,238
693,239
694,240
695,241
699,242
700,243
703,244
706,245
707,246
710,247
713,248
715,249
716,250
718,251
721,252
724,253
726,254
733,255
735,256
736,257
738,258
748,259
750,260
757,261
