51,0
140,1
203,2
221,3
263,4
278,5
288,6
331,7
335,8
367,9
371,10
410,11
463,12
516,13
518,14
577,15
597,16
612,17
828,18
924,19
937,20
938,21
1054,22
1104,23
1115,24
1139,25
1223,26
1240,27
1248,28
1292,29
1342,30
1476,31
1527,32
1677,33
1715,34
1959,35
1962,36
2078,37
2151,38
2238,39
2253,40
2270,41
2354,42
2550,43
2586,44
2601,45
2650,46
2668,47
2674,48
2695,49
2814,50
2817,51
2828,52
2837,53
2916,54
2945,55
3045,56
3079,57
3112,58
3271,59
3327,60
3497,61
3514,62
3635,63
3646,64
3681,65
3708,66
3774,67
3879,68
3890,69
3932,70
3943,71
3980,72
4019,73
4027,74
4132,75
4153,76
4158,77
4227,78
4280,79
4347,80
4360,81
4401,82
4419,83
4445,84
4622,85
4623,86
4790,87
4794,88
4803,89
4809,90
4836,91
4844,92
4855,93
4858,94
4859,95
4879,96
4895,97
5081,98
5134,99
5163,100
5214,101
5230,102
5271,103
5355,104
5382,105
5514,106
5519,107
5552,108
5650,109
5665,110
5740,111
5753,112
5754,113
5864,114
5886,115
6028,116
6036,117
6055,118
6119,119
6137,120
6256,121
6275,122
6309,123
6341,124
6429,125
6441,126
6468,127
6559,128
6572,129
6627,130
6731,131
6790,132
6816,133
6823,134
6835,135
6866,136
6869,137
6931,138
6955,139
7050,140
7091,141
7205,142
7218,143
7228,144
7393,145
7649,146
7762,147
7802,148
7820,149
7890,150
7909,151
8084,152
8098,153
8117,154
8146,155
8174,156
8181,157
8210,158
8267,159
8343,160
8427,161
8453,162
8532,163
8588,164
8669,165
8670,166
8705,167
8824,168
8934,169
9029,170
9117,171
9127,172
9137,173
9201,174
9245,175
9280,176
9290,177
9330,178
9348,179
9400,180
9410,181
9425,182
9487,183
9516,184
9531,185
9556,186
9694,187
9733,188
9816,189
9862,190
9964,191
9988,192
10024,193
10058,194
10085,195
10232,196
10243,197
10280,198
10341,199
10382,200
10435,201
10450,202
10495,203
10557,204
10636,205
10640,206
10645,207
10653,208
10792,209
10818,210
10829,211
10831,212
10927,213
10970,214
11018,215
11072,216
11074,217
11106,218
11166,219
11173,220
11177,221
11295,222
11311,223
11379,224
11439,225
11442,226
11510,227
11525,228
11529,229
11656,230
11746,231
11887,232
11905,233
11926,234
11942,235
11943,236
11978,237
12040,238
12143,239
12168,240
12238,241
12240,242
12251,243
12289,244
12290,245
12326,246
12364,247
12372,248
12414,249
12433,250
12434,251
12478,252
12492,253
12611,254
12620,255
12690,256
12692,257
12795,258
12802,259
12814,260
12879,261
12923,262
13014,263
13273,264
13502,265
13636,266
13669,267
13731,268
13733,269
13874,270
13895,271
13925,272
13978,273
13996,274
13999,275
14149,276
14397,277
14458,278
14505,279
14520,280
14562,281
14638,282
14718,283
14851,284
14858,285
15050,286
15062,287
15141,288
15174,289
15205,290
15216,291
15219,292
15284,293
15368,294
15415,295
15523,296
15611,297
15624,298
15663,299
15701,300
15728,301
15769,302
15780,303
15810,304
15888,305
15907,306
16012,307
16035,308
16168,309
16185,310
16199,311
16213,312
16266,313
16276,314
16291,315
16297,316
16342,317
16358,318
16361,319
16369,320
16463,321
16538,322
16595,323
16726,324
16733,325
16894,326
16940,327
17044,328
17058,329
17194,330
17204,331
17248,332
17266,333
17273,334
17293,335
17334,336
17393,337
17587,338
17641,339
17674,340
17691,341
17697,342
17702,343
17717,344
17775,345
17932,346
18162,347
18200,348
18402,349
18411,350
18476,351
18528,352
18567,353
18590,354
18595,355
18658,356
18660,357
18734,358
18866,359
18883,360
18902,361
18995,362
19041,363
19116,364
19285,365
19307,366
19354,367
19426,368
19483,369
19500,370
19515,371
19523,372
19556,373
19617,374
19632,375
19635,376
19708,377
19826,378
19839,379
19848,380
19896,381
19977,382
20082,383
20138,384
20153,385
20212,386
20384,387
20454,388
20468,389
20696,390
20750,391
20788,392
20893,393
21114,394
21241,395
21269,396
21284,397
21342,398
21345,399
21364,400
21404,401
21503,402
21519,403
21598,404
21692,405
21711,406
21793,407
21833,408
21834,409
21863,410
21885,411
21891,412
21892,413
21911,414
21956,415
22001,416
22008,417
22014,418
22017,419
22067,420
22109,421
22133,422
22201,423
22236,424
22328,425
22339,426
22426,427
22444,428
22448,429
22452,430
22465,431
22469,432
22488,433
22489,434
22630,435
22654,436
22662,437
22933,438
22974,439
23051,440
23230,441
23250,442
23323,443
23351,444
23491,445
23522,446
23557,447
23606,448
23621,449
23701,450
23811,451
23911,452
23940,453
24054,454
24057,455
24137,456
24155,457
24169,458
24203,459
24323,460
24395,461
24409,462
24421,463
24445,464
24469,465
24519,466
24588,467
24590,468
24609,469
24626,470
24646,471
24659,472
24756,473
24778,474
24795,475
24805,476
24813,477
24913,478
24965,479
24992,480
25010,481
25120,482
25173,483
25212,484
25326,485
25402,486
25407,487
25521,488
25525,489
25588,490
25658,491
25711,492
25875,493
25902,494
25919,495
25970,496
26016,497
26035,498
26051,499
26134,500
26161,501
26287,502
26288,503
26316,504
26335,505
26345,506
26413,507
26522,508
26558,509
26596,510
26634,511
26696,512
26710,513
26771,514
26780,515
26799,516
26807,517
26819,518
26871,519
26874,520
26931,521
26982,522
26985,523
27005,524
27084,525
27119,526
27181,527
27206,528
27261,529
27277,530
27645,531
27755,532
27772,533
27834,534
27877,535
27953,536
27969,537
27997,538
28019,539
28020,540
28072,541
28156,542
28163,543
28186,544
28213,545
28229,546
28277,547
28333,548
28388,549
28494,550
28504,551
28568,552
28619,553
28693,554
28705,555
28821,556
28883,557
28948,558
28951,559
28958,560
29005,561
29178,562
29229,563
29270,564
29521,565
29523,566
29607,567
29658,568
29709,569
29719,570
29744,571
29774,572
29781,573
29788,574
29837,575
30038,576
30089,577
30152,578
30177,579
30200,580
30302,581
30318,582
30375,583
30385,584
30414,585
30491,586
30499,587
30502,588
30550,589
30653,590
30689,591
30973,592
31057,593
31085,594
31088,595
31091,596
31318,597
31328,598
31343,599
31360,600
31390,601
31410,602
31492,603
31500,604
31540,605
31567,606
31691,607
31806,608
31835,609
31874,610
32026,611
32043,612
32055,613
32146,614
32191,615
32269,616
32309,617
32319,618
32328,619
32358,620
32361,621
32379,622
32506,623
32600,624
32625,625
32632,626
32745,627
32746,628
32793,629
32855,630
32864,631
32881,632
32947,633
32965,634
32981,635
33001,636
33018,637
33019,638
33043,639
33138,640
33160,641
33384,642
33393,643
33444,644
33463,645
33484,646
33496,647
33500,648
33521,649
33529,650
33554,651
33604,652
33610,653
33659,654
33727,655
33786,656
33788,657
33836,658
33841,659
33865,660
34009,661
34072,662
34118,663
34131,664
34209,665
34236,666
34337,667
34413,668
34457,669
34484,670
34566,671
34581,672
34633,673
34667,674
34720,675
34789,676
34937,677
35032,678
35046,679
35065,680
35069,681
35077,682
35301,683
35311,684
35359,685
35363,686
35369,687
35423,688
35449,689
35534,690
35574,691
35686,692
35834,693
35854,694
35952,695
35996,696
36010,697
36025,698
36042,699
36052,700
36054,701
36068,702
36115,703
36135,704
36136,705
36237,706
36247,707
36313,708
36318,709
36372,710
36415,711
36457,712
36471,713
36480,714
36586,715
36646,716
36739,717
36759,718
36867,719
36890,720
36919,721
36957,722
36970,723
37072,724
37080,725
37111,726
37219,727
37368,728
37384,729
37454,730
37513,731
37622,732
37740,733
37743,734
37805,735
37813,736
37848,737
38068,738
38111,739
38147,740
38180,741
38183,742
38292,743
38446,744
38488,745
38651,746
38720,747
38769,748
38780,749
38839,750
38899,751
38982,752
39180,753
39228,754
39250,755
39290,756
39334,757
39361,758
39393,759
39404,760
39542,761
39665,762
39697,763
39711,764
39733,765
39747,766
39931,767
40011,768
40095,769
40130,770
40144,771
40250,772
40422,773
40434,774
40516,775
40524,776
40600,777
40626,778
40681,779
40733,780
40736,781
40754,782
41048,783
41054,784
41275,785
41333,786
41576,787
41651,788
41671,789
41684,790
41688,791
41763,792
41786,793
41813,794
41836,795
41869,796
41870,797
41888,798
41902,799
42013,800
42051,801
42139,802
42209,803
42235,804
42237,805
42257,806
42354,807
42370,808
42376,809
42398,810
42409,811
42422,812
42493,813
42512,814
42526,815
42570,816
42601,817
42634,818
42741,819
42800,820
42801,821
42867,822
43010,823
43149,824
43200,825
43202,826
43230,827
43241,828
43349,829
43351,830
43377,831
43475,832
43509,833
43520,834
43530,835
43598,836
43650,837
43691,838
43708,839
43782,840
43811,841
43837,842
44030,843
44168,844
44172,845
44226,846
44227,847
44317,848
